external_track_id,tempo,rms_mean,rms_std,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_flatness_mean,spectral_flatness_std,zero_crossing_rate_mean,zero_crossing_rate_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,chroma_1_mean,chroma_1_std,chroma_2_mean,chroma_2_std,chroma_3_mean,chroma_3_std,chroma_4_mean,chroma_4_std,chroma_5_mean,chroma_5_std,chroma_6_mean,chroma_6_std,chroma_7_mean,chroma_7_std,chroma_8_mean,chroma_8_std,chroma_9_mean,chroma_9_std,chroma_10_mean,chroma_10_std,chroma_11_mean,chroma_11_std,chroma_12_mean,chroma_12_std,lang_assamese,lang_bengali,lang_bhojpuri,lang_carnatic,lang_english,lang_gujarati,lang_haryanvi,lang_hindi,lang_hindustani,lang_instrumental,lang_kannada,lang_konkani,lang_malayalam,lang_marathi,lang_odia,lang_pashto,lang_punjabi,lang_sanskrit,lang_sindhi,lang_tamil,lang_telugu,lang_unknown,lang_urdu,decade_1970s,decade_1980s,decade_1990s,decade_2000s,decade_2010s,decade_2020s,decade_pre-1970s
YiVML4Zo,-1.9828831352898952,-1.151332936476859,-0.7728539963569495,1.2442379942757829,1.0876847332975486,1.6546064571240655,1.7614168155861871,1.774811230346669,0.8131187877801186,0.1790304233214664,-0.0112665822871455,0.5673023950872245,0.722860834630271,-0.7586495333768659,0.5408818900500652,-0.5755870389364126,0.1751834472495136,0.5197910625819145,-0.51260107493121,-2.0840409145116627,-0.6760159719979236,0.3634685601337195,0.5561010228553455,-1.551145914583429,-0.3636052644311727,-1.4741270939294602,0.8951388010754519,-1.408335525826702,0.6007645716830539,-1.87491308221078,-0.3972504022231307,-1.587667790857291,-0.116976138316783,-1.984315982532512,-0.3295512725687412,-1.404876794309534,-0.4697755422169211,-1.5819484566809805,-0.8082844822432459,-1.0148891431083729,-0.5540250064519958,-0.7682093840403552,-0.8886095274269441,1.1522945178750377,1.255793677696564,0.2439674258843532,0.5487002188212137,-0.0388616881541632,0.0920281444778118,0.1013842225132504,0.7675268277869173,-0.4782901696653692,-0.8801247829101313,0.9187608493730752,1.5293073816062213,-0.7619863444848393,-1.2537863581138264,0.7007413508279288,1.1857454754575696,0.0804319304585256,0.2845488986212163,-1.205839114707101,-1.3833270852306263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
1gHtmQ3x,-1.9828831352898952,-1.151332936476859,-0.7728539963569495,1.2442379942757829,1.0876847332975486,1.6546064571240655,1.7614168155861871,1.774811230346669,0.8131187877801186,0.1790304233214664,-0.0112665822871455,0.5673023950872245,0.722860834630271,-0.7586495333768659,0.5408818900500652,-0.5755870389364126,0.1751834472495136,0.5197910625819145,-0.51260107493121,-2.0840409145116627,-0.6760159719979236,0.3634685601337195,0.5561010228553455,-1.551145914583429,-0.3636052644311727,-1.4741270939294602,0.8951388010754519,-1.408335525826702,0.6007645716830539,-1.87491308221078,-0.3972504022231307,-1.587667790857291,-0.116976138316783,-1.984315982532512,-0.3295512725687412,-1.404876794309534,-0.4697755422169211,-1.5819484566809805,-0.8082844822432459,-1.0148891431083729,-0.5540250064519958,-0.7682093840403552,-0.8886095274269441,1.1522945178750377,1.255793677696564,0.2439674258843532,0.5487002188212137,-0.0388616881541632,0.0920281444778118,0.1013842225132504,0.7675268277869173,-0.4782901696653692,-0.8801247829101313,0.9187608493730752,1.5293073816062213,-0.7619863444848393,-1.2537863581138264,0.7007413508279288,1.1857454754575696,0.0804319304585256,0.2845488986212163,-1.205839114707101,-1.3833270852306263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
9rY8kaPt,0.0278698325289397,-0.639377452311348,-0.2105415556978219,-0.1956680772682468,-0.909026746307336,-0.0460778651334348,-0.8843243497658752,-0.0526763423581993,-1.0305441952708094,-0.7371813538819165,-0.8786362449375565,-0.3363656187401889,-0.3920195058578333,-0.3280282920963666,1.3699325784590526,-0.1675132542331684,-0.6169005513770579,-0.2682758226544389,1.3982083813230026,2.0213304218540946,-0.4890354448354801,-0.2450997802337015,-0.7834100119871782,1.0454404959980537,-0.6163429631795905,-0.1537241094923763,-0.742336488338384,0.8242319963449485,0.0062056040518223,0.6729416923736995,-0.673283862829288,0.2144706639268675,-1.0356524756456698,-0.8477389368939828,-0.263655350387144,-0.2643991873271785,-0.8919372623299767,0.5340083654863357,0.6240952243035007,-0.4265887728618692,-0.2719488817905601,0.5491183781357326,1.530036199403584,-1.024888083086491,-1.4438726443886096,-1.387108123224637,-0.8394365230375384,-1.185927662154407,-1.1349080156788167,0.2744727918738049,0.3365638727534079,0.6030755171768499,1.3676356996527357,-0.5196491205994579,-0.1470225137523836,-0.3135415636880976,1.0160134421324238,-0.5900934511242156,-1.0283429638195716,1.2818150568761344,1.8996436747806649,-0.2497513822191751,-0.1381411870025219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
L_tHK_WR,0.0278698325289397,-0.6397519735000922,-0.2115468994945517,-0.2100993444512331,-0.9012003828802304,-0.0628334668696308,-0.8688129202875223,-0.0707493189949623,-1.017137716453764,-0.7411794852189884,-0.8785863617041398,-0.3389530515404623,-0.3871661942594189,-0.3369181431087465,1.3800009278900227,-0.1515811990112762,-0.6053971094698243,-0.2736266589851039,1.4208161837004831,2.0319588311012726,-0.4747700088028976,-0.2455320803292338,-0.7571251061615651,1.042234303528253,-0.5887743471851365,-0.151404741961689,-0.7252366020246207,0.8223196715189505,0.0193311731537334,0.6768799179171284,-0.6649801793469664,0.2074884771423731,-1.0228267763732584,-0.8473389580058759,-0.245418331647588,-0.2723512146618317,-0.8820841519743967,0.5425125267972223,0.6531002457525761,-0.4972148709502105,-0.3438506390572004,0.561322920228852,1.546783890529935,-0.9469838291572154,-1.3733285997914093,-1.387108123224637,-0.8242429865594825,-1.2694738059300157,-1.2420107302118262,0.1564931392154896,0.2933324791450311,0.6212033676122513,1.310783028594699,-0.5145276201977245,-0.1167591011988141,-0.3296671465592133,1.007596384776752,-0.6469400965377903,-1.0202917331312913,1.2447305616555266,1.907869963963141,-0.1430900183684603,-0.1242284954022078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
XBsEDHjv,0.0278698325289397,0.0325884645331533,0.5235959673965049,-0.062706200843517,0.1138792899438199,-0.0292104754830352,0.1239874462803393,-0.2893682739422568,-0.5854459279152993,-0.7377677464780203,-0.8546590374085731,0.0463469690804951,-0.1150820794190709,0.2490531339877715,1.4861555252867478,-0.3197415321613641,-0.8632811484166466,-0.1348303280692925,1.6476569707192226,2.152083178122518,-0.6533859836398298,-0.5448363229418618,-0.1462202841100033,1.325118363122312,0.3098711465567267,-0.9821268414427118,-0.3851422742259318,1.3857861814992511,1.0021203732782151,-0.0213579319782246,-0.2565633243684682,0.3780647688163406,-0.3923011493645468,-1.399680174415982,0.3846118978642653,-0.5120194737112879,-0.2437548034505095,0.3080580060854523,1.9201184631597656,-0.4280914557999191,-0.2194052899418609,0.5689507590370517,1.570509786292266,-1.0683214281975033,-1.4886409803829868,-1.4851465953959966,-0.9678909678065571,-1.3552779535914512,-1.696180469054335,0.1502836838124206,0.1095990563094285,0.4895794101030308,1.2677968626727685,-0.7662127827971913,-0.8957130243167843,-0.5761581990176964,0.5404497015369488,-0.7758849263783373,-1.599980342687488,1.373753701277225,2.0408616390798353,-0.2713928183627981,-0.1367499178424906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
yXCLyL-9,-1.002648182166144,0.6662483541929176,1.3109280049119167,-1.0184799909976852,0.1817201050225244,-0.9367602867847052,0.5502552371361775,-1.028647879953767,1.746604985269711,-0.7045566021714103,-0.5255460910693434,-1.009894279980632,-0.5096936455363154,-0.1577891939638192,0.4494156846911259,0.7489796166933897,0.9432258609376872,0.5641471660969984,-0.1465372394219435,-0.6268893385132377,-0.3347780000486128,0.0944168477358879,-0.5231444115624181,-1.6438857808828018,0.5637004203399159,-2.2672212815928363,1.9805978323065636,-1.3022254020441395,0.0193963124544872,-0.8283126101970251,0.4542978259044515,-0.8463144173778288,-0.2026945617873991,-0.6389499573020818,0.2651802782601048,-0.9793279736753856,0.6774309082079503,-0.0965144517065431,0.7704350067420359,0.3059691594374167,1.7565103087894722,-0.746088651496576,0.4177103804284365,-1.5302316063622354,-1.6690709406027495,-1.212378265564391,0.0790818185903917,-1.0218460464509602,-1.049496990165151,0.4149617203682457,1.4078918456110023,-1.182911834415328,-1.2378806154216793,-0.570132481702258,0.1871908248826913,-0.0102270287313976,1.213814289990719,-1.1349893449665278,-1.4429813442660182,-0.1312587297591108,1.8941594819923473,-1.084492490616071,-1.3137636272290565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
aRZbUYD7,-1.002648182166144,0.5709551829288918,1.2157456025097644,-0.8613573529205503,0.4547784608110252,-0.7274244618858627,0.958172400439536,-0.8369843939098384,2.166607719356735,-0.6645219803828643,-0.508386258773982,-0.9768831867815372,-0.450147245540383,-0.1375635660320939,0.5850952418720292,0.5921192068016138,1.0820786941177714,0.5983451857141302,-0.3206848410321074,-0.6704025124217488,-0.4451861170863025,0.2325240135497523,-0.7068543349657801,-1.6181263716005096,0.4044066216610969,-2.1174513609944987,1.5826647508002796,-1.3149423621370264,-0.0820581484697137,-0.8363525862199426,0.1047749374745774,-0.9045749587306656,-0.2765135864886106,-0.5516804895302718,0.0757200232880438,-0.8762284780773557,0.2730528506878927,-0.0756011570542608,0.46715587312012,0.2496185492605485,1.7233248823587155,-0.5500531941258437,0.5893742144735343,-1.5129961519531037,-1.6934900329633191,-1.218703328285124,0.0887504327127914,-1.160336951448365,-1.17015701033525,0.4219473576966983,1.4186996940130965,-1.0796619036745625,-1.2226274597719622,-0.7252407795833247,0.049031767572916,0.0535074178544408,1.2320512475946754,-1.1315230860998464,-1.5489892149950446,-0.1351216980112574,1.88867528920403,-1.0906757580856774,-1.2608953991478633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
Bt07_OpM,-1.002648182166144,0.6718961337191771,1.316782654081108,-0.8791713969516958,0.4599074699327853,-0.7584807731496557,0.9449558494045306,-0.8418958413212378,2.0891545226592827,-0.6873379832130876,-0.528788501241432,-0.9516628253107388,-0.3620783066122299,-0.1269357911844165,0.5433704820792297,0.6452477464534581,1.132038527797777,0.6556475767161926,-0.1360836316854533,-0.7043934312743235,-0.3950981446097835,0.1710102528972504,-0.5788665157968785,-1.698730649579609,0.6197769145680452,-2.2629004293909976,2.012710006604941,-1.3433762418935835,0.130523959540642,-0.7325687601342847,0.4653815972486957,-0.8199877016244389,-0.2332268514442226,-0.6612154487400431,0.2560048966905152,-1.0117051836162856,0.7901408778851928,-0.067461459799555,0.8325944932185945,0.2458618419154239,1.7177939779535891,-0.5309835971053445,0.6089131874542774,-1.506101970189451,-1.660931243149227,-1.218703328285124,0.0928941244795335,-1.165605627181962,-1.17015701033525,0.4304853588759187,1.420050675063358,-1.0520760443163426,-1.1727080412819786,-0.7230458508397245,0.0608739724851826,0.0665614611310581,1.2474825194134076,-1.1169647988597848,-1.5141005486791626,-0.128940948807823,1.892788433795268,-1.0806279484475667,-1.2275049393071094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
-1SyiQS8,-1.002648182166144,-0.0803521451444901,0.7095845697915154,-1.056448832285912,0.6444038137906707,-1.220182626425212,0.5093892648562106,-0.8483759951800908,1.302410347349642,-0.4701061805655176,-0.2158709780181728,-0.7253904052604415,0.684519673002796,-0.4901353226838656,0.3951453815696223,1.2100332170790793,1.1161325340495034,0.9569510627027727,-0.3519331254023092,-1.771612327700875,-0.6667970829740819,-0.5519226539196064,-0.0429767766470897,-1.782421262366087,-0.5852965383534237,-1.3052253345627636,0.4013910962563224,-1.0208626599890267,-0.1725040675665051,-2.3389968507471712,0.7100293290978845,-1.9801521298197209,1.0354485682518006,-1.6911907136815865,-0.0196736131957872,-2.2094466160665616,0.5601148097059447,-1.8260699525971664,0.4367129256785271,-0.6008999936756481,-1.285487114029935,0.6627731763779078,1.084826743628086,-0.7146499037221187,-0.2188481776333776,-0.5237370618445994,-0.4858414922755082,0.6693988640336516,0.9813873942709036,-0.6429742439296706,-1.307580065415182,0.5408102917682963,1.255317008050273,-0.8898604353533246,-1.5351920895791724,0.3168919380826639,0.4155966840944794,1.180471577976631,1.2944370897493565,-0.4155731931171046,-1.2085225879981718,0.7704877502659199,1.2809533562295072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
HFIok7C3,-1.002648182166144,-0.0803521451444901,0.7095845697915154,-1.056448832285912,0.6444038137906707,-1.220182626425212,0.5093892648562106,-0.8483759951800908,1.302410347349642,-0.4701061805655176,-0.2158709780181728,-0.7253904052604415,0.684519673002796,-0.4901353226838656,0.3951453815696223,1.2100332170790793,1.1161325340495034,0.9569510627027727,-0.3519331254023092,-1.771612327700875,-0.6667970829740819,-0.5519226539196064,-0.0429767766470897,-1.782421262366087,-0.5852965383534237,-1.3052253345627636,0.4013910962563224,-1.0208626599890267,-0.1725040675665051,-2.3389968507471712,0.7100293290978845,-1.9801521298197209,1.0354485682518006,-1.6911907136815865,-0.0196736131957872,-2.2094466160665616,0.5601148097059447,-1.8260699525971664,0.4367129256785271,-0.6008999936756481,-1.285487114029935,0.6627731763779078,1.084826743628086,-0.7146499037221187,-0.2188481776333776,-0.5237370618445994,-0.4858414922755082,0.6693988640336516,0.9813873942709036,-0.6429742439296706,-1.307580065415182,0.5408102917682963,1.255317008050273,-0.8898604353533246,-1.5351920895791724,0.3168919380826639,0.4155966840944794,1.180471577976631,1.2944370897493565,-0.4155731931171046,-1.2085225879981718,0.7704877502659199,1.2809533562295072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
